i,date,equity,fit
10600,2025-08-29,16138.0,16412.5
10601,2025-08-31,16140.8,16414.3
10602,2025-09-01,16170.2,16416.1
10603,2025-09-01,16192.2,16418.0
10604,2025-09-01,16182.5,16419.8
10605,2025-09-01,16187.5,16421.6
10606,2025-09-02,16157.5,16423.5
10607,2025-09-02,16186.0,16425.3
10608,2025-09-02,16190.0,16427.1
10609,2025-09-02,16160.0,16429.0
10610,2025-09-02,16184.8,16430.8
10611,2025-09-02,16221.5,16432.6
10612,2025-09-02,16244.2,16434.4
10613,2025-09-02,16268.0,16436.3
10614,2025-09-02,16238.0,16438.1
10615,2025-09-02,16209.0,16439.9
10616,2025-09-02,16223.5,16441.8
10617,2025-09-02,16227.0,16443.6
10618,2025-09-02,16177.0,16445.4
10619,2025-09-02,16149.0,16447.3
10620,2025-09-02,16165.0,16449.1
10621,2025-09-02,16197.5,16450.9
10622,2025-09-02,16191.2,16452.8
10623,2025-09-03,16191.8,16454.6
10624,2025-09-03,16218.2,16456.4
10625,2025-09-03,16245.0,16458.3
10626,2025-09-03,16255.0,16460.1
10627,2025-09-03,16259.0,16461.9
10628,2025-09-03,16281.0,16463.7
10629,2025-09-03,16231.0,16465.6
10630,2025-09-03,16223.0,16467.4
10631,2025-09-03,16226.5,16469.2
10632,2025-09-04,16248.5,16471.1
10633,2025-09-04,16234.5,16472.9
10634,2025-09-04,16223.5,16474.7
10635,2025-09-04,16224.0,16476.6
10636,2025-09-04,16218.5,16478.4
10637,2025-09-05,16188.5,16480.2
10638,2025-09-05,16222.8,16482.1
10639,2025-09-05,16263.0,16483.9
10640,2025-09-05,16213.0,16485.7
10641,2025-09-05,16238.8,16487.6
10642,2025-09-05,16262.2,16489.4
10643,2025-09-05,16232.2,16491.2
10644,2025-09-07,16203.0,16493.0
10645,2025-09-07,16209.0,16494.9
10646,2025-09-08,16212.0,16496.7
10647,2025-09-08,16222.8,16498.5
10648,2025-09-09,16252.5,16500.4
10649,2025-09-09,16222.5,16502.2
10650,2025-09-09,16226.0,16504.0
10651,2025-09-09,16232.5,16505.9
10652,2025-09-09,16257.5,16507.7
10653,2025-09-10,16258.0,16509.5
10654,2025-09-10,16276.8,16511.4
10655,2025-09-10,16292.2,16513.2
10656,2025-09-10,16317.2,16515.0
10657,2025-09-11,16340.0,16516.9
10658,2025-09-11,16364.2,16518.7
10659,2025-09-12,16375.2,16520.5
10660,2025-09-12,16405.8,16522.4
10661,2025-09-15,16408.0,16524.2
10662,2025-09-15,16415.8,16526.0
10663,2025-09-15,16407.0,16527.8
10664,2025-09-15,16407.5,16529.7
10665,2025-09-17,16431.8,16531.5
10666,2025-09-17,16439.0,16533.3
10667,2025-09-17,16467.0,16535.2
10668,2025-09-17,16507.2,16537.0
10669,2025-09-17,16477.2,16538.8
10670,2025-09-17,16501.0,16540.7
10671,2025-09-17,16524.8,16542.5
10672,2025-09-17,16550.0,16544.3
10673,2025-09-17,16573.8,16546.2
10674,2025-09-17,16556.5,16548.0
10675,2025-09-17,16538.2,16549.8
10676,2025-09-17,16538.5,16551.7
10677,2025-09-17,16536.8,16553.5
10678,2025-09-17,16525.5,16555.3
10679,2025-09-18,16528.5,16557.1
10680,2025-09-18,16536.2,16559.0
10681,2025-09-18,16494.5,16560.8
10682,2025-09-18,16444.5,16562.6
10683,2025-09-18,16394.5,16564.5
10684,2025-09-18,16386.5,16566.3
10685,2025-09-18,16355.8,16568.1
10686,2025-09-18,16358.8,16570.0
10687,2025-09-18,16347.0,16571.8
10688,2025-09-18,16317.0,16573.6
10689,2025-09-19,16331.8,16575.5
10690,2025-09-19,16329.5,16577.3
10691,2025-09-19,16314.2,16579.1
10692,2025-09-19,16284.2,16581.0
10693,2025-09-19,16251.2,16582.8
10694,2025-09-19,16262.0,16584.6
10695,2025-09-19,16286.8,16586.4
10696,2025-09-22,16287.0,16588.3
10697,2025-09-22,16302.0,16590.1
10698,2025-09-22,16310.0,16591.9
10699,2025-09-22,16279.8,16593.8
10700,2025-09-22,16287.0,16595.6
10701,2025-09-23,16257.0,16597.4
10702,2025-09-23,16277.5,16599.3
10703,2025-09-23,16303.5,16601.1
10704,2025-09-24,16273.5,16602.9
10705,2025-09-24,16240.0,16604.8
10706,2025-09-24,16247.2,16606.6
10707,2025-09-24,16234.2,16608.4
10708,2025-09-24,16218.8,16610.3
10709,2025-09-24,16241.0,16612.1
10710,2025-09-25,16246.2,16613.9
10711,2025-09-25,16238.5,16615.7
10712,2025-09-25,16263.2,16617.6
10713,2025-09-25,16281.5,16619.4
10714,2025-09-25,16313.2,16621.2
10715,2025-09-25,16335.5,16623.1
10716,2025-09-25,16304.8,16624.9
10717,2025-09-25,16330.2,16626.7
10718,2025-09-25,16353.8,16628.6
10719,2025-09-25,16323.8,16630.4
10720,2025-09-25,16336.2,16632.2
10721,2025-09-25,16358.2,16634.1
10722,2025-09-25,16336.8,16635.9
10723,2025-09-25,16367.0,16637.7
10724,2025-09-25,16395.8,16639.6
10725,2025-09-25,16345.8,16641.4
10726,2025-09-26,16335.5,16643.2
10727,2025-09-26,16305.5,16645.0
10728,2025-09-26,16309.5,16646.9
10729,2025-09-26,16341.5,16648.7
10730,2025-09-26,16311.5,16650.5
10731,2025-09-26,16261.5,16652.4
10732,2025-09-26,16283.5,16654.2
10733,2025-09-26,16286.2,16656.0
10734,2025-09-26,16236.2,16657.9
10735,2025-09-29,16259.2,16659.7
10736,2025-09-29,16229.2,16661.5
10737,2025-09-29,16222.0,16663.4
10738,2025-09-29,16225.0,16665.2
10739,2025-09-30,16248.8,16667.0
10740,2025-09-30,16273.5,16668.9
10741,2025-09-30,16294.0,16670.7
10742,2025-09-30,16264.0,16672.5
10743,2025-09-30,16268.0,16674.4
10744,2025-09-30,16278.5,16676.2
10745,2025-09-30,16301.8,16678.0
10746,2025-09-30,16328.8,16679.8
10747,2025-09-30,16340.5,16681.7
10748,2025-10-01,16310.5,16683.5
10749,2025-10-01,16282.8,16685.3
10750,2025-10-01,16299.0,16687.2
10751,2025-10-01,16325.0,16689.0
10752,2025-10-01,16347.0,16690.8
10753,2025-10-01,16330.2,16692.7
10754,2025-10-01,16354.8,16694.5
10755,2025-10-01,16350.5,16696.3
10756,2025-10-01,16352.2,16698.2
10757,2025-10-02,16359.2,16700.0
10758,2025-10-02,16380.2,16701.8
10759,2025-10-02,16389.8,16703.7
10760,2025-10-02,16413.2,16705.5
10761,2025-10-03,16383.2,16707.3
10762,2025-10-03,16361.2,16709.1
10763,2025-10-03,16371.5,16711.0
10764,2025-10-03,16341.5,16712.8
10765,2025-10-03,16368.2,16714.6
10766,2025-10-03,16338.2,16716.5
10767,2025-10-03,16288.2,16718.3
10768,2025-10-03,16258.2,16720.1
10769,2025-10-06,16287.8,16722.0
10770,2025-10-06,16304.2,16723.8
10771,2025-10-06,16288.5,16725.6
10772,2025-10-06,16313.2,16727.5
10773,2025-10-06,16335.0,16729.3
10774,2025-10-06,16367.5,16731.1
10775,2025-10-06,16378.8,16733.0
10776,2025-10-07,16383.2,16734.8
10777,2025-10-07,16353.2,16736.6
10778,2025-10-07,16380.5,16738.4
10779,2025-10-07,16404.2,16740.3
10780,2025-10-07,16434.8,16742.1
10781,2025-10-07,16458.0,16743.9
10782,2025-10-07,16488.0,16745.8
10783,2025-10-07,16490.2,16747.6
10784,2025-10-07,16513.5,16749.4
10785,2025-10-08,16484.0,16751.3
10786,2025-10-08,16448.8,16753.1
10787,2025-10-08,16418.8,16754.9
10788,2025-10-08,16413.0,16756.8
10789,2025-10-08,16413.8,16758.6
10790,2025-10-09,16383.8,16760.4
10791,2025-10-09,16357.8,16762.3
10792,2025-10-09,16307.8,16764.1
10793,2025-10-09,16308.0,16765.9
10794,2025-10-09,16299.5,16767.7
10795,2025-10-09,16299.8,16769.6
10796,2025-10-10,16317.5,16771.4
10797,2025-10-10,16355.5,16773.2
10798,2025-10-10,16347.0,16775.1
10799,2025-10-10,16297.0,16776.9
10800,2025-10-10,16371.0,16778.7
10801,2025-10-10,16395.0,16780.6
10802,2025-10-10,16417.0,16782.4
10803,2025-10-10,16469.5,16784.2
10804,2025-10-10,16439.5,16786.1
10805,2025-10-10,16467.8,16787.9
10806,2025-10-10,16504.0,16789.7
10807,2025-10-10,16528.2,16791.6
10808,2025-10-10,16533.5,16793.4
10809,2025-10-10,16554.0,16795.2
10810,2025-10-10,16593.2,16797.0
10811,2025-10-10,16563.2,16798.9
10812,2025-10-10,16587.0,16800.7
10813,2025-10-12,16589.8,16802.5
10814,2025-10-12,16623.8,16804.4
10815,2025-10-12,16611.5,16806.2
10816,2025-10-12,16615.0,16808.0
10817,2025-10-12,16641.5,16809.9
10818,2025-10-12,16668.0,16811.7
10819,2025-10-13,16690.2,16813.5
10820,2025-10-13,16683.2,16815.4
10821,2025-10-13,16684.5,16817.2
10822,2025-10-13,16726.5,16819.0
10823,2025-10-13,16749.8,16820.9
10824,2025-10-13,16779.2,16822.7
10825,2025-10-13,16805.5,16824.5
10826,2025-10-13,16775.5,16826.4
10827,2025-10-13,16816.0,16828.2
10828,2025-10-13,16844.0,16830.0
10829,2025-10-13,16847.0,16831.8
10830,2025-10-13,16869.0,16833.7
10831,2025-10-13,16869.5,16835.5
10832,2025-10-13,16839.5,16837.3
10833,2025-10-13,16843.8,16839.2
10834,2025-10-13,16793.8,16841.0
10835,2025-10-13,16794.5,16842.8
10836,2025-10-13,16778.2,16844.7
10837,2025-10-13,16783.8,16846.5
10838,2025-10-13,16753.8,16848.3
10839,2025-10-13,16785.5,16850.2
10840,2025-10-14,16806.0,16852.0
10841,2025-10-14,16776.0,16853.8
10842,2025-10-14,16763.2,16855.7
10843,2025-10-14,16733.2,16857.5
10844,2025-10-14,16706.5,16859.3
10845,2025-10-14,16716.2,16861.1
10846,2025-10-14,16686.2,16863.0
10847,2025-10-14,16636.2,16864.8
10848,2025-10-14,16658.2,16866.6
10849,2025-10-14,16608.2,16868.5
10850,2025-10-14,16632.2,16870.3
10851,2025-10-14,16649.8,16872.1
10852,2025-10-14,16661.5,16874.0
10853,2025-10-14,16611.5,16875.8
10854,2025-10-14,16581.5,16877.6
10855,2025-10-14,16578.5,16879.5
10856,2025-10-14,16571.8,16881.3
10857,2025-10-14,16569.5,16883.1
10858,2025-10-14,16553.2,16885.0
10859,2025-10-14,16523.2,16886.8
10860,2025-10-14,16604.0,16888.6
10861,2025-10-14,16631.0,16890.4
10862,2025-10-14,16662.2,16892.3
10863,2025-10-14,16688.2,16894.1
10864,2025-10-15,16655.8,16895.9
10865,2025-10-15,16620.0,16897.8
10866,2025-10-15,16624.8,16899.6
10867,2025-10-15,16643.8,16901.4
10868,2025-10-15,16633.5,16903.3
10869,2025-10-15,16613.0,16905.1
10870,2025-10-15,16613.5,16906.9
10871,2025-10-15,16618.5,16908.8
10872,2025-10-15,16568.5,16910.6
10873,2025-10-15,16538.5,16912.4
10874,2025-10-15,16564.2,16914.3
10875,2025-10-15,16594.8,16916.1
10876,2025-10-15,16544.8,16917.9
10877,2025-10-15,16494.8,16919.7
10878,2025-10-15,16526.0,16921.6
10879,2025-10-15,16548.5,16923.4
10880,2025-10-15,16533.8,16925.2
10881,2025-10-15,16542.8,16927.1
10882,2025-10-15,16527.8,16928.9
10883,2025-10-15,16529.8,16930.7
10884,2025-10-16,16541.8,16932.6
10885,2025-10-16,16558.8,16934.4
10886,2025-10-16,16582.5,16936.2
10887,2025-10-16,16616.2,16938.1
10888,2025-10-16,16597.8,16939.9
10889,2025-10-16,16620.8,16941.7
10890,2025-10-16,16658.0,16943.6
10891,2025-10-16,16680.2,16945.4
10892,2025-10-16,16706.5,16947.2
10893,2025-10-16,16676.5,16949.0
10894,2025-10-16,16720.0,16950.9
10895,2025-10-16,16746.5,16952.7
10896,2025-10-16,16788.8,16954.5
10897,2025-10-16,16810.5,16956.4
10898,2025-10-16,16780.5,16958.2
10899,2025-10-16,16809.8,16960.0
10900,2025-10-16,16860.2,16961.9
10901,2025-10-16,16875.2,16963.7
10902,2025-10-16,16904.5,16965.5
10903,2025-10-16,16854.5,16967.4
10904,2025-10-16,16887.5,16969.2
10905,2025-10-16,16908.8,16971.0
10906,2025-10-16,16920.8,16972.9
10907,2025-10-16,16929.5,16974.7
10908,2025-10-16,16899.5,16976.5
10909,2025-10-17,16900.5,16978.3
10910,2025-10-17,16909.5,16980.2
10911,2025-10-17,16932.2,16982.0
10912,2025-10-17,16963.2,16983.8
10913,2025-10-17,16991.8,16985.7
10914,2025-10-17,17014.5,16987.5
10915,2025-10-17,17030.5,16989.3
10916,2025-10-17,16989.8,16991.2
10917,2025-10-17,17050.5,16993.0
10918,2025-10-17,17020.5,16994.8
10919,2025-10-17,17042.5,16996.7
10920,2025-10-17,17066.5,16998.5
10921,2025-10-17,17098.8,17000.3
10922,2025-10-17,17141.8,17002.2
10923,2025-10-17,17172.5,17004.0
10924,2025-10-17,17142.5,17005.8
10925,2025-10-17,17164.5,17007.7
10926,2025-10-17,17189.8,17009.5
10927,2025-10-17,17139.8,17011.3
10928,2025-10-17,17089.8,17013.1
10929,2025-10-17,17059.8,17015.0
10930,2025-10-17,17082.0,17016.8
10931,2025-10-17,17032.0,17018.6
10932,2025-10-17,17056.0,17020.5
10933,2025-10-17,17047.2,17022.3
10934,2025-10-17,17047.8,17024.1
10935,2025-10-19,17037.0,17026.0
10936,2025-10-19,17037.5,17027.8
10937,2025-10-19,17068.2,17029.6
10938,2025-10-19,17033.8,17031.5
10939,2025-10-19,17012.5,17033.3
10940,2025-10-19,17018.5,17035.1
10941,2025-10-20,17022.5,17037.0
10942,2025-10-20,17046.0,17038.8
10943,2025-10-20,17018.5,17040.6
10944,2025-10-20,17023.0,17042.4
10945,2025-10-21,17045.2,17044.3
10946,2025-10-21,17080.2,17046.1
10947,2025-10-21,17047.2,17047.9
10948,2025-10-21,16997.2,17049.8
10949,2025-10-21,16999.8,17051.6
10950,2025-10-21,16969.8,17053.4
10951,2025-10-21,16999.2,17055.3
10952,2025-10-22,17002.0,17057.1
10953,2025-10-22,17007.8,17058.9
10954,2025-10-22,17006.5,17060.8
10955,2025-10-22,17015.5,17062.6
10956,2025-10-22,17039.0,17064.4
10957,2025-10-22,17009.0,17066.3
10958,2025-10-22,16959.0,17068.1
10959,2025-10-22,16929.0,17069.9
10960,2025-10-22,16879.0,17071.7
10961,2025-10-22,16849.0,17073.6
10962,2025-10-22,16819.0,17075.4
10963,2025-10-22,16789.0,17077.2
10964,2025-10-22,16823.8,17079.1
10965,2025-10-22,16844.0,17080.9
10966,2025-10-22,16876.2,17082.7
10967,2025-10-22,16899.5,17084.6
10968,2025-10-22,16865.0,17086.4
10969,2025-10-22,16871.2,17088.2
10970,2025-10-22,16841.2,17090.1
10971,2025-10-22,16807.0,17091.9
10972,2025-10-22,16819.5,17093.7
10973,2025-10-22,16825.8,17095.6
10974,2025-10-23,16834.8,17097.4
10975,2025-10-23,16838.2,17099.2
10976,2025-10-23,16855.2,17101.0
10977,2025-10-23,16861.0,17102.9
10978,2025-10-23,16889.2,17104.7
10979,2025-10-23,16839.2,17106.5
10980,2025-10-23,16809.2,17108.4
10981,2025-10-23,16837.8,17110.2
10982,2025-10-24,16848.2,17112.0
10983,2025-10-24,16874.2,17113.9
10984,2025-10-24,16824.2,17115.7
10985,2025-10-26,16836.0,17117.5
10986,2025-10-27,16863.5,17119.4
10987,2025-10-27,16869.2,17121.2
10988,2025-10-28,16888.0,17123.0
10989,2025-10-28,16876.5,17124.9
10990,2025-10-28,16922.5,17126.7
10991,2025-10-28,16925.5,17128.5
10992,2025-10-29,16918.8,17130.3
10993,2025-10-29,16922.5,17132.2
10994,2025-10-29,16949.8,17134.0
10995,2025-10-29,16977.8,17135.8
10996,2025-10-29,16947.8,17137.7
10997,2025-10-29,16970.0,17139.5
10998,2025-10-29,17014.5,17141.3
10999,2025-10-29,17045.8,17143.2
11000,2025-10-29,17066.2,17145.0
11001,2025-10-29,17016.2,17146.8
11002,2025-10-29,17025.5,17148.7
11003,2025-10-29,16998.2,17150.5
11004,2025-10-29,16977.0,17152.3
11005,2025-10-29,16999.0,17154.2
11006,2025-10-29,16971.8,17156.0
11007,2025-10-29,16978.5,17157.8
11008,2025-10-29,16948.5,17159.7
11009,2025-10-29,17018.0,17161.5
11010,2025-10-29,17043.8,17163.3
11011,2025-10-30,17058.5,17165.1
11012,2025-10-30,17080.8,17167.0
11013,2025-10-30,17093.8,17168.8
11014,2025-10-30,17119.5,17170.6
11015,2025-10-30,17141.5,17172.5
11016,2025-10-30,17172.0,17174.3
11017,2025-10-30,17207.5,17176.1
11018,2025-10-30,17233.2,17178.0
11019,2025-10-30,17266.5,17179.8
11020,2025-10-30,17275.8,17181.6
11021,2025-10-30,17225.8,17183.5
11022,2025-10-30,17248.0,17185.3
11023,2025-10-30,17273.0,17187.1
11024,2025-10-30,17295.2,17189.0
11025,2025-10-30,17304.2,17190.8
11026,2025-10-30,17274.2,17192.6
11027,2025-10-30,17303.8,17194.4
11028,2025-10-31,17305.0,17196.3
11029,2025-10-31,17310.2,17198.1
11030,2025-10-31,17305.5,17199.9
11031,2025-10-31,17320.2,17201.8
11032,2025-10-31,17297.5,17203.6
11033,2025-10-31,17293.8,17205.4
11034,2025-10-31,17332.8,17207.3
11035,2025-10-31,17302.8,17209.1
11036,2025-10-31,17338.5,17210.9
11037,2025-10-31,17326.0,17212.8
11038,2025-10-31,17355.5,17214.6
11039,2025-10-31,17341.8,17216.4
11040,2025-10-31,17318.2,17218.3
11041,2025-10-31,17288.2,17220.1
11042,2025-10-31,17309.5,17221.9
11043,2025-11-02,17340.0,17223.7
11044,2025-11-02,17340.5,17225.6
11045,2025-11-03,17373.8,17227.4
11046,2025-11-03,17343.8,17229.2
11047,2025-11-03,17375.5,17231.1
11048,2025-11-03,17361.2,17232.9
11049,2025-11-03,17376.2,17234.7
11050,2025-11-03,17400.2,17236.6
11051,2025-11-03,17389.5,17238.4
11052,2025-11-03,17418.8,17240.2
11053,2025-11-03,17448.0,17242.1
11054,2025-11-03,17451.2,17243.9
11055,2025-11-03,17467.2,17245.7
11056,2025-11-04,17437.2,17247.6
11057,2025-11-04,17437.5,17249.4
11058,2025-11-04,17394.2,17251.2
11059,2025-11-04,17416.2,17253.0
11060,2025-11-04,17442.0,17254.9
11061,2025-11-04,17482.2,17256.7
11062,2025-11-04,17432.2,17258.5
11063,2025-11-04,17460.0,17260.4
11064,2025-11-04,17482.5,17262.2
11065,2025-11-04,17452.5,17264.0
11066,2025-11-04,17480.8,17265.9
11067,2025-11-04,17450.8,17267.7
11068,2025-11-04,17479.8,17269.5
11069,2025-11-04,17507.0,17271.4
11070,2025-11-04,17531.2,17273.2
11071,2025-11-04,17553.8,17275.0
11072,2025-11-04,17523.8,17276.9
11073,2025-11-04,17548.0,17278.7
11074,2025-11-04,17518.0,17280.5
11075,2025-11-04,17545.0,17282.3
11076,2025-11-04,17515.0,17284.2
11077,2025-11-04,17476.0,17286.0
11078,2025-11-04,17437.0,17287.8
11079,2025-11-04,17387.0,17289.7
11080,2025-11-04,17410.8,17291.5
11081,2025-11-04,17416.5,17293.3
11082,2025-11-05,17418.0,17295.2
11083,2025-11-05,17425.2,17297.0
11084,2025-11-05,17451.8,17298.8
11085,2025-11-05,17421.8,17300.7
11086,2025-11-05,17435.5,17302.5
11087,2025-11-05,17442.0,17304.3
11088,2025-11-05,17432.5,17306.2
11089,2025-11-05,17402.5,17308.0
11090,2025-11-05,17372.5,17309.8
11091,2025-11-05,17398.8,17311.7
11092,2025-11-05,17403.2,17313.5
11093,2025-11-05,17415.2,17315.3
11094,2025-11-05,17430.5,17317.1
11095,2025-11-05,17459.2,17319.0
11096,2025-11-05,17480.5,17320.8
11097,2025-11-05,17492.2,17322.6
11098,2025-11-05,17514.2,17324.5
11099,2025-11-05,17489.8,17326.3
11100,2025-11-05,17459.8,17328.1
11101,2025-11-06,17483.0,17330.0
11102,2025-11-06,17451.8,17331.8
11103,2025-11-06,17470.8,17333.6
11104,2025-11-06,17495.0,17335.5
11105,2025-11-06,17465.0,17337.3
11106,2025-11-06,17493.5,17339.1
11107,2025-11-06,17463.5,17341.0
11108,2025-11-06,17489.8,17342.8
11109,2025-11-06,17459.8,17344.6
11110,2025-11-06,17491.5,17346.4
11111,2025-11-06,17559.8,17348.3
11112,2025-11-06,17595.2,17350.1
11113,2025-11-06,17565.2,17351.9
11114,2025-11-06,17535.2,17353.8
11115,2025-11-06,17485.2,17355.6
11116,2025-11-06,17455.2,17357.4
11117,2025-11-06,17405.2,17359.3
11118,2025-11-06,17435.2,17361.1
11119,2025-11-06,17405.2,17362.9
11120,2025-11-06,17375.2,17364.8
11121,2025-11-06,17400.2,17366.6
11122,2025-11-06,17370.2,17368.4
11123,2025-11-06,17385.2,17370.3
11124,2025-11-06,17411.2,17372.1
11125,2025-11-06,17361.2,17373.9
11126,2025-11-07,17385.5,17375.7
11127,2025-11-07,17387.5,17377.6
11128,2025-11-07,17357.5,17379.4
11129,2025-11-07,17358.0,17381.2
11130,2025-11-07,17328.0,17383.1
11131,2025-11-07,17352.5,17384.9
11132,2025-11-07,17302.5,17386.7
11133,2025-11-07,17294.8,17388.6
11134,2025-11-07,17275.8,17390.4
11135,2025-11-07,17245.8,17392.2
11136,2025-11-07,17268.0,17394.1
11137,2025-11-07,17315.2,17395.9
11138,2025-11-07,17339.8,17397.7
11139,2025-11-07,17362.0,17399.6
11140,2025-11-07,17383.2,17401.4
11141,2025-11-07,17353.2,17403.2
11142,2025-11-07,17379.2,17405.0
11143,2025-11-07,17400.5,17406.9
11144,2025-11-07,17436.0,17408.7
11145,2025-11-07,17470.2,17410.5
11146,2025-11-07,17490.8,17412.4
11147,2025-11-07,17440.8,17414.2
11148,2025-11-07,17476.8,17416.0
11149,2025-11-07,17446.8,17417.9
11150,2025-11-07,17424.2,17419.7
11151,2025-11-07,17425.0,17421.5
11152,2025-11-09,17452.5,17423.4
11153,2025-11-09,17458.0,17425.2
11154,2025-11-09,17483.0,17427.0
11155,2025-11-09,17458.2,17428.9
11156,2025-11-09,17467.2,17430.7
11157,2025-11-09,17478.0,17432.5
11158,2025-11-10,17501.2,17434.3
11159,2025-11-10,17524.5,17436.2
11160,2025-11-10,17558.2,17438.0
11161,2025-11-10,17580.2,17439.8
11162,2025-11-10,17550.2,17441.7
11163,2025-11-10,17572.8,17443.5
11164,2025-11-10,17594.8,17445.3
11165,2025-11-10,17544.8,17447.2
11166,2025-11-10,17545.2,17449.0
11167,2025-11-10,17568.0,17450.8
11168,2025-11-11,17565.2,17452.7
11169,2025-11-11,17543.0,17454.5
11170,2025-11-11,17549.2,17456.3
11171,2025-11-11,17581.5,17458.2
11172,2025-11-11,17609.0,17460.0
11173,2025-11-11,17569.5,17461.8
11174,2025-11-11,17519.5,17463.7
11175,2025-11-11,17521.2,17465.5
11176,2025-11-11,17497.2,17467.3
11177,2025-11-11,17447.2,17469.1
11178,2025-11-12,17473.2,17471.0
11179,2025-11-12,17488.0,17472.8
11180,2025-11-12,17499.5,17474.6
11181,2025-11-12,17479.5,17476.5
11182,2025-11-12,17514.2,17478.3
11183,2025-11-12,17484.2,17480.1
11184,2025-11-12,17509.2,17482.0
11185,2025-11-12,17538.8,17483.8
11186,2025-11-12,17577.5,17485.6
11187,2025-11-12,17600.2,17487.5
11188,2025-11-12,17626.8,17489.3
11189,2025-11-12,17638.2,17491.1
11190,2025-11-12,17663.2,17493.0
11191,2025-11-12,17666.2,17494.8
11192,2025-11-12,17686.2,17496.6
11193,2025-11-12,17656.2,17498.4
11194,2025-11-12,17678.8,17500.3
11195,2025-11-12,17704.8,17502.1
11196,2025-11-12,17654.8,17503.9
11197,2025-11-12,17679.2,17505.8
11198,2025-11-12,17669.5,17507.6
11199,2025-11-12,17672.5,17509.4
11200,2025-11-12,17674.8,17511.3
11201,2025-11-13,17697.2,17513.1
11202,2025-11-13,17667.2,17514.9
11203,2025-11-13,17670.5,17516.8
11204,2025-11-13,17696.5,17518.6
11205,2025-11-13,17666.5,17520.4
11206,2025-11-13,17694.5,17522.3
11207,2025-11-13,17728.5,17524.1
11208,2025-11-13,17755.5,17525.9
11209,2025-11-13,17725.5,17527.7
11210,2025-11-13,17752.2,17529.6
11211,2025-11-13,17777.2,17531.4
11212,2025-11-13,17804.2,17533.2
11213,2025-11-13,17826.5,17535.1
11214,2025-11-13,17834.0,17536.9
11215,2025-11-13,17804.0,17538.7
11216,2025-11-13,17814.0,17540.6
11217,2025-11-13,17841.8,17542.4
11218,2025-11-13,17870.2,17544.2
11219,2025-11-13,17898.2,17546.1
11220,2025-11-13,17868.2,17547.9
11221,2025-11-13,17863.2,17549.7
11222,2025-11-13,17866.5,17551.6
11223,2025-11-13,17866.8,17553.4
11224,2025-11-13,17890.2,17555.2
11225,2025-11-14,17918.2,17557.0
11226,2025-11-14,17926.5,17558.9
11227,2025-11-14,17954.2,17560.7
11228,2025-11-14,17927.0,17562.5
11229,2025-11-14,17897.0,17564.4
11230,2025-11-14,17905.2,17566.2
11231,2025-11-14,17889.8,17568.0
11232,2025-11-14,17916.8,17569.9
11233,2025-11-14,17886.8,17571.7
11234,2025-11-14,17918.0,17573.5
11235,2025-11-14,17957.0,17575.4
11236,2025-11-14,17979.5,17577.2
11237,2025-11-14,18012.2,17579.0
11238,2025-11-14,18051.2,17580.9
11239,2025-11-14,18001.2,17582.7
11240,2025-11-14,18021.5,17584.5
11241,2025-11-14,18053.2,17586.3
11242,2025-11-14,18003.2,17588.2
11243,2025-11-14,18027.2,17590.0
11244,2025-11-14,17997.2,17591.8
11245,2025-11-14,17967.2,17593.7
11246,2025-11-14,17996.0,17595.5
11247,2025-11-14,18027.2,17597.3
11248,2025-11-14,18054.2,17599.2
11249,2025-11-14,18085.5,17601.0
11250,2025-11-14,18116.0,17602.8
11251,2025-11-14,18140.8,17604.7
11252,2025-11-14,18090.8,17606.5
11253,2025-11-14,18117.2,17608.3
11254,2025-11-16,18087.2,17610.2
11255,2025-11-16,18037.2,17612.0
11256,2025-11-16,18060.8,17613.8
11257,2025-11-16,18063.8,17615.7
11258,2025-11-17,18068.2,17617.5
11259,2025-11-17,18083.5,17619.3
11260,2025-11-17,18053.5,17621.1
11261,2025-11-17,18023.0,17623.0
11262,2025-11-17,17988.5,17624.8
11263,2025-11-17,18012.5,17626.6
11264,2025-11-17,18047.2,17628.5
11265,2025-11-17,18068.8,17630.3
11266,2025-11-17,18018.8,17632.1
11267,2025-11-17,17988.8,17634.0
11268,2025-11-17,18021.0,17635.8
11269,2025-11-17,18071.2,17637.6
11270,2025-11-17,18093.8,17639.5
11271,2025-11-17,18063.8,17641.3
11272,2025-11-17,18013.8,17643.1
11273,2025-11-17,17983.8,17645.0
11274,2025-11-17,18008.2,17646.8
11275,2025-11-17,17978.2,17648.6
11276,2025-11-17,18005.5,17650.4
11277,2025-11-17,17975.5,17652.3
11278,2025-11-17,17978.8,17654.1
11279,2025-11-17,17979.8,17655.9
11280,2025-11-17,17949.8,17657.8
11281,2025-11-17,17915.0,17659.6
11282,2025-11-17,17937.0,17661.4
11283,2025-11-17,17962.8,17663.3
11284,2025-11-17,17932.8,17665.1
11285,2025-11-17,17902.5,17666.9
11286,2025-11-18,17926.8,17668.8
11287,2025-11-18,17950.0,17670.6
11288,2025-11-18,17954.0,17672.4
11289,2025-11-18,17974.5,17674.3
11290,2025-11-18,17997.8,17676.1
11291,2025-11-18,18005.2,17677.9
11292,2025-11-18,18027.5,17679.7
11293,2025-11-18,18054.5,17681.6
11294,2025-11-18,18045.0,17683.4
11295,2025-11-18,18053.0,17685.2
11296,2025-11-18,18078.8,17687.1
11297,2025-11-18,18115.8,17688.9
11298,2025-11-18,18158.2,17690.7
