i,date,equity,fit
699,2021-12-16,-367.2,-1719.5
700,2021-12-16,-366.8,-1717.6
701,2021-12-16,-383.0,-1715.8
702,2021-12-16,-413.0,-1714.0
703,2021-12-16,-389.0,-1712.1
704,2021-12-16,-365.5,-1710.3
705,2021-12-16,-415.5,-1708.5
706,2021-12-16,-442.2,-1706.6
707,2021-12-16,-419.0,-1704.8
708,2021-12-16,-389.2,-1703.0
709,2021-12-16,-392.5,-1701.1
710,2021-12-16,-370.2,-1699.3
711,2021-12-16,-391.2,-1697.5
712,2021-12-16,-411.0,-1695.7
713,2021-12-16,-405.0,-1693.8
714,2021-12-16,-435.0,-1692.0
715,2021-12-16,-407.0,-1690.2
716,2021-12-16,-404.2,-1688.3
717,2021-12-16,-397.8,-1686.5
718,2021-12-16,-395.8,-1684.7
719,2021-12-16,-425.8,-1682.8
720,2021-12-16,-440.5,-1681.0
721,2021-12-16,-428.0,-1679.2
722,2021-12-17,-408.2,-1677.3
723,2021-12-17,-420.8,-1675.5
724,2021-12-17,-394.5,-1673.7
725,2021-12-17,-382.2,-1671.8
726,2021-12-17,-359.0,-1670.0
727,2021-12-17,-376.8,-1668.2
728,2021-12-17,-388.0,-1666.3
729,2021-12-17,-384.0,-1664.5
730,2021-12-17,-380.8,-1662.7
731,2021-12-17,-338.8,-1660.9
732,2021-12-17,-308.8,-1659.0
733,2021-12-17,-283.0,-1657.2
734,2021-12-17,-258.8,-1655.4
735,2021-12-17,-308.8,-1653.5
736,2021-12-17,-283.2,-1651.7
737,2021-12-17,-313.2,-1649.9
738,2021-12-17,-282.0,-1648.0
739,2021-12-17,-256.8,-1646.2
740,2021-12-17,-286.8,-1644.4
741,2021-12-17,-261.5,-1642.5
742,2021-12-17,-233.8,-1640.7
743,2021-12-17,-209.5,-1638.9
744,2021-12-19,-186.5,-1637.0
745,2021-12-19,-161.2,-1635.2
746,2021-12-19,-157.2,-1633.4
747,2021-12-19,-187.2,-1631.6
748,2021-12-20,-164.8,-1629.7
749,2021-12-20,-147.5,-1627.9
750,2021-12-20,-157.2,-1626.1
751,2021-12-20,-123.0,-1624.2
752,2021-12-20,-74.2,-1622.4
753,2021-12-20,-104.2,-1620.6
754,2021-12-20,-79.2,-1618.7
755,2021-12-20,-59.2,-1616.9
756,2021-12-20,-40.8,-1615.1
757,2021-12-20,-35.2,-1613.2
758,2021-12-20,-65.2,-1611.4
759,2021-12-20,-37.2,-1609.6
760,2021-12-20,-58.2,-1607.7
761,2021-12-20,-34.8,-1605.9
762,2021-12-20,-32.2,-1604.1
763,2021-12-21,-62.2,-1602.3
764,2021-12-21,-57.2,-1600.4
765,2021-12-21,-87.2,-1598.6
766,2021-12-21,-61.2,-1596.8
767,2021-12-21,-111.2,-1594.9
768,2021-12-21,-86.0,-1593.1
769,2021-12-21,-79.2,-1591.3
770,2021-12-21,-112.5,-1589.4
771,2021-12-21,-94.0,-1587.6
772,2021-12-21,-122.5,-1585.8
773,2021-12-21,-130.2,-1583.9
774,2021-12-21,-146.5,-1582.1
775,2021-12-21,-126.0,-1580.3
776,2021-12-22,-114.8,-1578.4
777,2021-12-22,-90.8,-1576.6
778,2021-12-22,-104.5,-1574.8
779,2021-12-22,-91.5,-1573.0
780,2021-12-22,-52.8,-1571.1
781,2021-12-22,-102.8,-1569.3
782,2021-12-22,-91.5,-1567.5
783,2021-12-22,-92.2,-1565.6
784,2021-12-22,-117.2,-1563.8
785,2021-12-22,-129.2,-1562.0
786,2021-12-22,-129.0,-1560.1
787,2021-12-26,-148.2,-1558.3
788,2021-12-26,-145.2,-1556.5
789,2021-12-27,-183.0,-1554.6
790,2021-12-27,-159.2,-1552.8
791,2021-12-27,-144.0,-1551.0
792,2021-12-27,-142.2,-1549.1
793,2021-12-28,-147.8,-1547.3
794,2021-12-28,-121.2,-1545.5
795,2021-12-28,-99.2,-1543.7
796,2021-12-28,-83.0,-1541.8
797,2021-12-28,-59.0,-1540.0
798,2021-12-28,-72.8,-1538.2
799,2021-12-28,-74.0,-1536.3
800,2021-12-28,-53.5,-1534.5
801,2021-12-28,-50.2,-1532.7
802,2021-12-28,-24.8,-1530.8
803,2021-12-29,-69.2,-1529.0
804,2021-12-29,-31.5,-1527.2
805,2021-12-29,-48.8,-1525.3
806,2021-12-29,-32.8,-1523.5
807,2021-12-29,-31.2,-1521.7
808,2021-12-30,-30.2,-1519.8
809,2021-12-30,-30.0,-1518.0
810,2021-12-30,-60.0,-1516.2
811,2021-12-30,-51.8,-1514.3
812,2021-12-31,-39.5,-1512.5
813,2022-01-02,2.0,-1510.7
814,2022-01-02,3.2,-1508.9
815,2022-01-03,15.0,-1507.0
816,2022-01-03,39.8,-1505.2
817,2022-01-03,9.8,-1503.4
818,2022-01-03,-40.2,-1501.5
819,2022-01-04,-53.5,-1499.7
820,2022-01-04,-70.2,-1497.9
821,2022-01-04,-43.5,-1496.0
822,2022-01-04,-73.5,-1494.2
823,2022-01-04,-43.5,-1492.4
824,2022-01-04,-33.0,-1490.5
825,2022-01-04,-53.0,-1488.7
826,2022-01-04,-27.2,-1486.9
827,2022-01-05,16.5,-1485.0
828,2022-01-05,-33.5,-1483.2
829,2022-01-05,-63.5,-1481.4
830,2022-01-05,-37.0,-1479.6
831,2022-01-05,-16.2,-1477.7
832,2022-01-05,-46.2,-1475.9
833,2022-01-05,-45.8,-1474.1
834,2022-01-05,-22.0,-1472.2
835,2022-01-05,-52.0,-1470.4
836,2022-01-05,-29.2,-1468.6
837,2022-01-05,-15.2,-1466.7
838,2022-01-05,17.8,-1464.9
839,2022-01-05,-12.2,-1463.1
840,2022-01-06,15.8,-1461.2
841,2022-01-06,19.5,-1459.4
842,2022-01-06,40.2,-1457.6
843,2022-01-06,58.0,-1455.7
844,2022-01-06,82.2,-1453.9
845,2022-01-06,107.5,-1452.1
846,2022-01-06,77.5,-1450.3
847,2022-01-06,112.5,-1448.4
848,2022-01-06,62.5,-1446.6
849,2022-01-06,84.0,-1444.8
850,2022-01-06,107.2,-1442.9
851,2022-01-06,77.2,-1441.1
852,2022-01-06,99.2,-1439.3
853,2022-01-06,127.5,-1437.4
854,2022-01-06,157.0,-1435.6
855,2022-01-06,127.0,-1433.8
856,2022-01-06,97.0,-1431.9
857,2022-01-06,120.2,-1430.1
858,2022-01-06,122.5,-1428.3
859,2022-01-07,120.5,-1426.4
860,2022-01-07,148.5,-1424.6
861,2022-01-07,151.8,-1422.8
862,2022-01-07,175.2,-1421.0
863,2022-01-07,202.8,-1419.1
864,2022-01-07,228.0,-1417.3
865,2022-01-07,251.8,-1415.5
866,2022-01-07,221.8,-1413.6
867,2022-01-07,244.0,-1411.8
868,2022-01-07,266.0,-1410.0
869,2022-01-07,252.8,-1408.1
870,2022-01-07,221.2,-1406.3
871,2022-01-07,251.2,-1404.5
872,2022-01-07,222.8,-1402.6
873,2022-01-09,259.5,-1400.8
874,2022-01-09,245.5,-1399.0
875,2022-01-09,233.0,-1397.1
876,2022-01-09,240.0,-1395.3
877,2022-01-10,210.0,-1393.5
878,2022-01-10,220.5,-1391.7
879,2022-01-10,190.5,-1389.8
880,2022-01-10,215.2,-1388.0
881,2022-01-10,244.2,-1386.2
882,2022-01-10,194.2,-1384.3
883,2022-01-10,164.2,-1382.5
884,2022-01-10,191.8,-1380.7
885,2022-01-10,214.0,-1378.8
886,2022-01-10,178.2,-1377.0
887,2022-01-10,201.0,-1375.2
888,2022-01-10,171.0,-1373.3
889,2022-01-10,141.0,-1371.5
890,2022-01-10,129.0,-1369.7
891,2022-01-10,136.2,-1367.8
892,2022-01-10,132.8,-1366.0
893,2022-01-10,148.8,-1364.2
894,2022-01-11,98.8,-1362.3
895,2022-01-11,68.8,-1360.5
896,2022-01-11,96.0,-1358.7
897,2022-01-11,118.0,-1356.9
898,2022-01-11,88.0,-1355.0
899,2022-01-11,38.0,-1353.2
900,2022-01-11,8.0,-1351.4
901,2022-01-12,-16.8,-1349.5
902,2022-01-12,-36.8,-1347.7
903,2022-01-12,-25.0,-1345.9
904,2022-01-12,-55.0,-1344.0
905,2022-01-12,-71.8,-1342.2
906,2022-01-12,-60.5,-1340.4
907,2022-01-12,-30.5,-1338.5
908,2022-01-12,-80.5,-1336.7
909,2022-01-12,-110.5,-1334.9
910,2022-01-12,-86.0,-1333.0
911,2022-01-12,-136.0,-1331.2
912,2022-01-12,-106.5,-1329.4
913,2022-01-12,-103.5,-1327.6
914,2022-01-12,-98.8,-1325.7
915,2022-01-12,-94.8,-1323.9
916,2022-01-13,-80.2,-1322.1
917,2022-01-13,-110.2,-1320.2
918,2022-01-13,-87.5,-1318.4
919,2022-01-13,-59.0,-1316.6
920,2022-01-13,-34.2,-1314.7
921,2022-01-13,-64.2,-1312.9
922,2022-01-13,-41.5,-1311.1
923,2022-01-13,-15.0,-1309.2
924,2022-01-13,-11.0,-1307.4
925,2022-01-13,25.2,-1305.6
926,2022-01-13,48.0,-1303.7
927,2022-01-13,17.5,-1301.9
928,2022-01-13,1.2,-1300.1
929,2022-01-13,-7.0,-1298.3
930,2022-01-13,-13.5,-1296.4
931,2022-01-13,-63.5,-1294.6
932,2022-01-13,-49.8,-1292.8
933,2022-01-14,-19.2,-1290.9
934,2022-01-14,-18.0,-1289.1
935,2022-01-14,11.2,-1287.3
936,2022-01-14,33.2,-1285.4
937,2022-01-14,74.8,-1283.6
938,2022-01-14,101.8,-1281.8
939,2022-01-14,129.0,-1279.9
940,2022-01-14,99.0,-1278.1
941,2022-01-14,69.0,-1276.3
942,2022-01-14,106.8,-1274.4
943,2022-01-14,136.5,-1272.6
944,2022-01-14,86.5,-1270.8
945,2022-01-14,120.0,-1269.0
946,2022-01-14,148.0,-1267.1
947,2022-01-14,161.8,-1265.3
948,2022-01-14,111.8,-1263.5
949,2022-01-14,139.0,-1261.6
950,2022-01-14,163.2,-1259.8
951,2022-01-16,170.2,-1258.0
952,2022-01-17,176.8,-1256.1
953,2022-01-17,146.8,-1254.3
954,2022-01-17,137.2,-1252.5
955,2022-01-18,123.5,-1250.6
956,2022-01-18,132.0,-1248.8
957,2022-01-18,102.0,-1247.0
958,2022-01-18,79.0,-1245.1
959,2022-01-18,96.2,-1243.3
960,2022-01-18,81.0,-1241.5
961,2022-01-18,51.0,-1239.7
962,2022-01-18,86.0,-1237.8
963,2022-01-18,108.0,-1236.0
964,2022-01-18,58.0,-1234.2
965,2022-01-18,80.5,-1232.3
966,2022-01-18,50.5,-1230.5
967,2022-01-18,85.8,-1228.7
968,2022-01-18,117.8,-1226.8
969,2022-01-18,87.8,-1225.0
970,2022-01-18,109.0,-1223.2
971,2022-01-18,130.8,-1221.3
972,2022-01-18,152.5,-1219.5
973,2022-01-18,127.5,-1217.7
974,2022-01-18,129.5,-1215.8
975,2022-01-18,99.5,-1214.0
976,2022-01-19,95.0,-1212.2
977,2022-01-19,103.0,-1210.3
978,2022-01-19,106.0,-1208.5
979,2022-01-19,73.2,-1206.7
980,2022-01-19,65.2,-1204.9
981,2022-01-19,35.2,-1203.0
982,2022-01-19,5.2,-1201.2
983,2022-01-19,25.5,-1199.4
984,2022-01-19,50.5,-1197.5
985,2022-01-19,72.8,-1195.7
986,2022-01-19,22.8,-1193.9
987,2022-01-19,48.8,-1192.0
988,2022-01-19,18.8,-1190.2
989,2022-01-19,45.2,-1188.4
990,2022-01-19,28.8,-1186.5
991,2022-01-19,29.2,-1184.7
992,2022-01-20,25.8,-1182.9
993,2022-01-20,-4.2,-1181.0
994,2022-01-20,16.2,-1179.2
995,2022-01-20,56.0,-1177.4
996,2022-01-20,14.8,-1175.6
997,2022-01-20,-15.2,-1173.7
998,2022-01-20,-65.2,-1171.9
999,2022-01-20,-47.5,-1170.1
1000,2022-01-20,-77.5,-1168.2
1001,2022-01-20,-47.2,-1166.4
1002,2022-01-20,-77.2,-1164.6
1003,2022-01-20,-75.0,-1162.7
1004,2022-01-20,-56.0,-1160.9
1005,2022-01-20,-86.0,-1159.1
1006,2022-01-20,-81.5,-1157.2
1007,2022-01-20,-101.5,-1155.4
1008,2022-01-20,-70.2,-1153.6
1009,2022-01-20,-74.2,-1151.7
1010,2022-01-20,-61.5,-1149.9
1011,2022-01-21,-40.0,-1148.1
1012,2022-01-21,-37.0,-1146.3
1013,2022-01-21,-33.0,-1144.4
1014,2022-01-21,-10.5,-1142.6
1015,2022-01-21,-1.5,-1140.8
1016,2022-01-21,-31.5,-1138.9
1017,2022-01-21,-2.0,-1137.1
1018,2022-01-21,12.5,-1135.3
1019,2022-01-21,50.2,-1133.4
1020,2022-01-21,20.2,-1131.6
1021,2022-01-21,49.0,-1129.8
1022,2022-01-21,79.0,-1127.9
1023,2022-01-21,101.8,-1126.1
1024,2022-01-21,137.5,-1124.3
1025,2022-01-21,182.5,-1122.4
1026,2022-01-21,220.8,-1120.6
1027,2022-01-21,245.0,-1118.8
1028,2022-01-21,284.5,-1117.0
1029,2022-01-21,254.5,-1115.1
1030,2022-01-21,277.5,-1113.3
1031,2022-01-21,302.0,-1111.5
1032,2022-01-21,333.0,-1109.6
1033,2022-01-21,358.5,-1107.8
1034,2022-01-21,328.5,-1106.0
1035,2022-01-21,375.5,-1104.1
1036,2022-01-21,401.8,-1102.3
1037,2022-01-21,425.2,-1100.5
1038,2022-01-21,434.8,-1098.6
1039,2022-01-23,384.8,-1096.8
1040,2022-01-23,407.2,-1095.0
1041,2022-01-23,431.5,-1093.1
1042,2022-01-24,451.8,-1091.3
1043,2022-01-24,473.8,-1089.5
1044,2022-01-24,443.8,-1087.7
1045,2022-01-24,475.5,-1085.8
1046,2022-01-24,425.5,-1084.0
1047,2022-01-24,450.5,-1082.2
1048,2022-01-24,476.8,-1080.3
1049,2022-01-24,506.0,-1078.5
1050,2022-01-24,476.0,-1076.7
1051,2022-01-24,498.0,-1074.8
1052,2022-01-24,527.8,-1073.0
1053,2022-01-24,565.0,-1071.2
1054,2022-01-24,591.5,-1069.3
1055,2022-01-24,619.5,-1067.5
1056,2022-01-24,646.0,-1065.7
1057,2022-01-24,675.8,-1063.8
1058,2022-01-24,723.8,-1062.0
1059,2022-01-24,761.0,-1060.2
1060,2022-01-24,731.0,-1058.3
1061,2022-01-24,763.5,-1056.5
1062,2022-01-24,789.0,-1054.7
1063,2022-01-24,759.0,-1052.9
1064,2022-01-24,786.8,-1051.0
1065,2022-01-24,812.2,-1049.2
1066,2022-01-24,837.2,-1047.4
1067,2022-01-24,787.2,-1045.5
1068,2022-01-24,834.5,-1043.7
1069,2022-01-24,878.8,-1041.9
1070,2022-01-24,906.2,-1040.0
1071,2022-01-24,963.0,-1038.2
1072,2022-01-24,986.0,-1036.4
1073,2022-01-24,1010.5,-1034.5
1074,2022-01-24,1010.8,-1032.7
1075,2022-01-24,1039.0,-1030.9
1076,2022-01-24,1025.8,-1029.0
1077,2022-01-24,995.8,-1027.2
1078,2022-01-24,965.8,-1025.4
1079,2022-01-24,990.8,-1023.6
1080,2022-01-24,1001.0,-1021.7
1081,2022-01-24,1024.5,-1019.9
1082,2022-01-25,974.5,-1018.1
1083,2022-01-25,962.8,-1016.2
1084,2022-01-25,932.8,-1014.4
1085,2022-01-25,900.2,-1012.6
1086,2022-01-25,925.8,-1010.7
1087,2022-01-25,956.2,-1008.9
1088,2022-01-25,976.8,-1007.1
1089,2022-01-25,946.8,-1005.2
1090,2022-01-25,972.5,-1003.4
1091,2022-01-25,952.8,-1001.6
1092,2022-01-25,975.2,-999.7
1093,2022-01-25,945.2,-997.9
1094,2022-01-25,951.0,-996.1
1095,2022-01-25,974.0,-994.3
1096,2022-01-25,964.8,-992.4
1097,2022-01-25,1001.2,-990.6
1098,2022-01-25,971.2,-988.8
1099,2022-01-25,994.5,-986.9
1100,2022-01-25,1034.0,-985.1
1101,2022-01-25,1057.0,-983.3
1102,2022-01-25,1007.0,-981.4
1103,2022-01-25,957.0,-979.6
1104,2022-01-25,994.8,-977.8
1105,2022-01-25,1030.0,-975.9
1106,2022-01-25,1068.2,-974.1
1107,2022-01-25,1104.2,-972.3
1108,2022-01-25,1132.2,-970.4
1109,2022-01-25,1082.2,-968.6
1110,2022-01-25,1112.0,-966.8
1111,2022-01-25,1138.0,-965.0
1112,2022-01-25,1170.0,-963.1
1113,2022-01-25,1159.0,-961.3
1114,2022-01-25,1244.8,-959.5
1115,2022-01-25,1194.8,-957.6
1116,2022-01-25,1144.8,-955.8
1117,2022-01-25,1114.8,-954.0
1118,2022-01-25,1142.8,-952.1
1119,2022-01-25,1146.0,-950.3
1120,2022-01-25,1147.8,-948.5
1121,2022-01-26,1172.5,-946.6
1122,2022-01-26,1137.8,-944.8
1123,2022-01-26,1167.5,-943.0
1124,2022-01-26,1157.0,-941.1
1125,2022-01-26,1197.2,-939.3
1126,2022-01-26,1167.2,-937.5
1127,2022-01-26,1173.5,-935.7
1128,2022-01-26,1143.5,-933.8
1129,2022-01-26,1170.2,-932.0
1130,2022-01-26,1195.8,-930.2
1131,2022-01-26,1221.8,-928.3
1132,2022-01-26,1191.8,-926.5
1133,2022-01-26,1218.8,-924.7
1134,2022-01-26,1241.2,-922.8
1135,2022-01-26,1271.8,-921.0
1136,2022-01-26,1310.8,-919.2
1137,2022-01-26,1339.2,-917.3
1138,2022-01-26,1374.5,-915.5
1139,2022-01-26,1344.5,-913.7
1140,2022-01-26,1384.2,-911.8
1141,2022-01-26,1354.2,-910.0
1142,2022-01-26,1304.2,-908.2
1143,2022-01-26,1254.2,-906.3
1144,2022-01-26,1266.2,-904.5
1145,2022-01-26,1216.2,-902.7
1146,2022-01-26,1210.5,-900.9
1147,2022-01-26,1241.0,-899.0
1148,2022-01-26,1211.0,-897.2
1149,2022-01-26,1228.8,-895.4
1150,2022-01-26,1255.2,-893.5
1151,2022-01-26,1248.0,-891.7
1152,2022-01-26,1198.0,-889.9
1153,2022-01-26,1168.0,-888.0
1154,2022-01-26,1199.2,-886.2
1155,2022-01-26,1224.0,-884.4
1156,2022-01-26,1200.5,-882.5
1157,2022-01-27,1233.0,-880.7
1158,2022-01-27,1262.2,-878.9
1159,2022-01-27,1266.2,-877.0
1160,2022-01-27,1293.8,-875.2
1161,2022-01-27,1243.8,-873.4
1162,2022-01-27,1213.8,-871.6
1163,2022-01-27,1163.8,-869.7
1164,2022-01-27,1198.8,-867.9
1165,2022-01-27,1203.0,-866.1
1166,2022-01-27,1234.5,-864.2
1167,2022-01-27,1204.5,-862.4
1168,2022-01-27,1170.0,-860.6
1169,2022-01-27,1120.0,-858.7
1170,2022-01-27,1150.5,-856.9
1171,2022-01-27,1164.2,-855.1
1172,2022-01-27,1134.2,-853.2
1173,2022-01-27,1159.0,-851.4
1174,2022-01-27,1216.5,-849.6
1175,2022-01-27,1186.5,-847.7
1176,2022-01-27,1136.5,-845.9
1177,2022-01-27,1160.2,-844.1
1178,2022-01-27,1110.2,-842.3
1179,2022-01-27,1134.0,-840.4
1180,2022-01-27,1104.0,-838.6
1181,2022-01-27,1128.2,-836.8
1182,2022-01-27,1157.5,-834.9
1183,2022-01-27,1205.2,-833.1
1184,2022-01-27,1230.2,-831.3
1185,2022-01-27,1260.5,-829.4
1186,2022-01-27,1283.2,-827.6
1187,2022-01-27,1253.2,-825.8
1188,2022-01-27,1276.0,-823.9
1189,2022-01-27,1294.0,-822.1
1190,2022-01-27,1316.2,-820.3
1191,2022-01-27,1391.0,-818.4
1192,2022-01-27,1341.0,-816.6
1193,2022-01-27,1341.2,-814.8
1194,2022-01-27,1373.2,-813.0
1195,2022-01-27,1323.2,-811.1
1196,2022-01-27,1347.2,-809.3
1197,2022-01-27,1375.5,-807.5
1198,2022-01-27,1363.2,-805.6
1199,2022-01-27,1317.5,-803.8
1200,2022-01-27,1320.8,-802.0
1201,2022-01-28,1290.8,-800.1
1202,2022-01-28,1263.0,-798.3
1203,2022-01-28,1288.5,-796.5
1204,2022-01-28,1274.0,-794.6
1205,2022-01-28,1298.8,-792.8
1206,2022-01-28,1324.8,-791.0
1207,2022-01-28,1333.8,-789.1
1208,2022-01-28,1354.5,-787.3
1209,2022-01-28,1312.2,-785.5
1210,2022-01-28,1346.8,-783.7
1211,2022-01-28,1316.8,-781.8
1212,2022-01-28,1350.2,-780.0
1213,2022-01-28,1373.0,-778.2
1214,2022-01-28,1404.5,-776.3
1215,2022-01-28,1450.8,-774.5
1216,2022-01-28,1477.2,-772.7
1217,2022-01-28,1503.5,-770.8
1218,2022-01-28,1547.2,-769.0
1219,2022-01-28,1576.8,-767.2
1220,2022-01-28,1546.8,-765.3
1221,2022-01-28,1574.0,-763.5
1222,2022-01-28,1601.2,-761.7
1223,2022-01-28,1551.2,-759.8
1224,2022-01-28,1521.2,-758.0
1225,2022-01-28,1510.8,-756.2
1226,2022-01-28,1460.8,-754.4
1227,2022-01-28,1410.8,-752.5
1228,2022-01-28,1400.0,-750.7
1229,2022-01-28,1405.0,-748.9
1230,2022-01-30,1403.2,-747.0
1231,2022-01-30,1392.5,-745.2
1232,2022-01-30,1415.5,-743.4
1233,2022-01-30,1426.8,-741.5
1234,2022-01-31,1412.5,-739.7
1235,2022-01-31,1421.8,-737.9
1236,2022-01-31,1391.8,-736.0
1237,2022-01-31,1341.8,-734.2
1238,2022-01-31,1378.2,-732.4
1239,2022-01-31,1328.2,-730.5
1240,2022-01-31,1378.0,-728.7
1241,2022-01-31,1402.8,-726.9
1242,2022-01-31,1388.2,-725.0
1243,2022-01-31,1338.2,-723.2
1244,2022-01-31,1363.2,-721.4
1245,2022-01-31,1387.0,-719.6
1246,2022-02-01,1416.2,-717.7
1247,2022-02-01,1386.2,-715.9
1248,2022-02-01,1392.5,-714.1
1249,2022-02-01,1414.2,-712.2
1250,2022-02-01,1445.2,-710.4
1251,2022-02-01,1483.0,-708.6
1252,2022-02-01,1508.0,-706.7
1253,2022-02-01,1530.0,-704.9
1254,2022-02-01,1555.5,-703.1
1255,2022-02-01,1580.0,-701.2
1256,2022-02-01,1610.2,-699.4
1257,2022-02-01,1575.5,-697.6
1258,2022-02-01,1543.8,-695.7
1259,2022-02-01,1519.5,-693.9
1260,2022-02-01,1489.5,-692.1
1261,2022-02-01,1512.5,-690.3
1262,2022-02-01,1462.5,-688.4
1263,2022-02-01,1465.2,-686.6
1264,2022-02-02,1474.2,-684.8
1265,2022-02-02,1481.2,-682.9
1266,2022-02-02,1483.5,-681.1
1267,2022-02-02,1474.2,-679.3
1268,2022-02-02,1511.5,-677.4
1269,2022-02-02,1548.5,-675.6
1270,2022-02-02,1577.2,-673.8
1271,2022-02-02,1625.0,-671.9
1272,2022-02-02,1595.0,-670.1
1273,2022-02-02,1630.0,-668.3
1274,2022-02-02,1600.0,-666.4
1275,2022-02-02,1632.8,-664.6
1276,2022-02-02,1582.8,-662.8
1277,2022-02-02,1552.8,-661.0
1278,2022-02-02,1557.8,-659.1
1279,2022-02-02,1590.8,-657.3
1280,2022-02-02,1708.0,-655.5
1281,2022-02-02,1678.0,-653.6
1282,2022-02-02,1700.2,-651.8
1283,2022-02-02,1670.2,-650.0
1284,2022-02-03,1670.8,-648.1
1285,2022-02-03,1680.2,-646.3
1286,2022-02-03,1703.0,-644.5
1287,2022-02-03,1749.5,-642.6
1288,2022-02-03,1774.0,-640.8
1289,2022-02-03,1801.5,-639.0
1290,2022-02-03,1771.5,-637.1
1291,2022-02-03,1799.2,-635.3
1292,2022-02-03,1807.2,-633.5
1293,2022-02-03,1825.2,-631.7
1294,2022-02-03,1795.2,-629.8
1295,2022-02-03,1801.2,-628.0
1296,2022-02-03,1836.0,-626.2
1297,2022-02-03,1860.0,-624.3
1298,2022-02-03,1846.0,-622.5
1299,2022-02-03,1816.0,-620.7
1300,2022-02-03,1831.2,-618.8
1301,2022-02-03,1832.5,-617.0
1302,2022-02-04,1838.0,-615.2
1303,2022-02-04,1808.0,-613.3
1304,2022-02-04,1843.8,-611.5
1305,2022-02-04,1813.8,-609.7
1306,2022-02-04,1763.8,-607.8
1307,2022-02-04,1733.8,-606.0
1308,2022-02-04,1703.8,-604.2
1309,2022-02-04,1741.8,-602.4
1310,2022-02-04,1691.8,-600.5
1311,2022-02-04,1720.5,-598.7
1312,2022-02-04,1748.2,-596.9
1313,2022-02-04,1698.2,-595.0
1314,2022-02-04,1727.2,-593.2
1315,2022-02-04,1677.2,-591.4
1316,2022-02-04,1702.8,-589.5
1317,2022-02-04,1672.8,-587.7
1318,2022-02-06,1714.5,-585.9
1319,2022-02-06,1683.5,-584.0
1320,2022-02-06,1684.2,-582.2
1321,2022-02-06,1654.2,-580.4
1322,2022-02-06,1672.8,-578.5
1323,2022-02-07,1675.5,-576.7
1324,2022-02-07,1684.2,-574.9
1325,2022-02-07,1654.2,-573.0
1326,2022-02-07,1627.5,-571.2
1327,2022-02-07,1603.2,-569.4
1328,2022-02-07,1617.5,-567.6
1329,2022-02-07,1632.5,-565.7
1330,2022-02-07,1656.8,-563.9
1331,2022-02-07,1686.2,-562.1
1332,2022-02-07,1710.5,-560.2
1333,2022-02-07,1731.0,-558.4
1334,2022-02-07,1757.2,-556.6
1335,2022-02-07,1727.2,-554.7
1336,2022-02-07,1689.8,-552.9
1337,2022-02-07,1715.2,-551.1
1338,2022-02-07,1739.5,-549.2
1339,2022-02-07,1744.2,-547.4
1340,2022-02-07,1755.5,-545.6
1341,2022-02-08,1757.0,-543.7
1342,2022-02-08,1780.8,-541.9
1343,2022-02-08,1730.8,-540.1
1344,2022-02-08,1752.8,-538.3
1345,2022-02-08,1702.8,-536.4
1346,2022-02-08,1672.8,-534.6
1347,2022-02-08,1696.5,-532.8
1348,2022-02-08,1698.0,-530.9
1349,2022-02-09,1675.2,-529.1
1350,2022-02-09,1676.8,-527.3
1351,2022-02-09,1687.2,-525.4
1352,2022-02-09,1711.8,-523.6
1353,2022-02-09,1704.0,-521.8
1354,2022-02-09,1730.5,-519.9
1355,2022-02-09,1738.8,-518.1
1356,2022-02-09,1739.2,-516.3
1357,2022-02-10,1709.2,-514.4
1358,2022-02-10,1659.2,-512.6
1359,2022-02-10,1684.2,-510.8
1360,2022-02-10,1714.0,-509.0
1361,2022-02-10,1684.0,-507.1
1362,2022-02-10,1710.8,-505.3
1363,2022-02-10,1738.0,-503.5
1364,2022-02-10,1825.2,-501.6
1365,2022-02-10,1848.5,-499.8
1366,2022-02-10,1818.5,-498.0
1367,2022-02-10,1847.2,-496.1
1368,2022-02-10,1822.8,-494.3
1369,2022-02-10,1801.5,-492.5
1370,2022-02-10,1815.2,-490.6
1371,2022-02-11,1798.5,-488.8
1372,2022-02-11,1821.5,-487.0
1373,2022-02-11,1832.5,-485.1
1374,2022-02-11,1782.5,-483.3
1375,2022-02-11,1752.5,-481.5
1376,2022-02-11,1778.0,-479.7
1377,2022-02-11,1800.2,-477.8
1378,2022-02-11,1831.2,-476.0
1379,2022-02-11,1801.2,-474.2
1380,2022-02-11,1830.5,-472.3
1381,2022-02-11,1840.0,-470.5
1382,2022-02-11,1862.0,-468.7
1383,2022-02-11,1894.0,-466.8
1384,2022-02-11,1864.0,-465.0
1385,2022-02-11,1897.0,-463.2
1386,2022-02-11,1944.2,-461.3
1387,2022-02-11,1914.2,-459.5
1388,2022-02-11,1938.5,-457.7
1389,2022-02-11,1963.0,-455.8
1390,2022-02-13,1933.0,-454.0
1391,2022-02-13,1939.2,-452.2
1392,2022-02-13,1925.5,-450.4
1393,2022-02-13,1911.5,-448.5
1394,2022-02-13,1934.5,-446.7
1395,2022-02-14,1971.2,-444.9
1396,2022-02-14,1941.2,-443.0
1397,2022-02-14,1962.2,-441.2
1398,2022-02-14,1963.0,-439.4
1399,2022-02-14,1989.8,-437.5
1400,2022-02-14,2022.8,-435.7
1401,2022-02-14,2049.5,-433.9
1402,2022-02-14,2078.2,-432.0
1403,2022-02-14,2102.5,-430.2
